"Q-kode","churchLabel","latitude","longitude","kommune","stift","sogn","wikilink","opført","opført_tal"
"Q12302985","Baunekirken",56.1619,8.92583,"Herning Kommune","Viborg Stift","Tjørring Sogn","https://da.wikipedia.org/wiki/Baunekirken","1977",1977
"Q12302991","Bavnehøj Kirke",55.65826,12.5334,"Københavns Kommune","","","https://da.wikipedia.org/wiki/Bavneh%C3%B8j_Kirke","1977",1977
"Q12303017","Beder Kirke",56.05969,10.21665,"Aarhus Kommune","Århus Stift","Beder Sogn","https://da.wikipedia.org/wiki/Beder_Kirke","Omkring 1150",1150
"Q12303019","Bederslev Kirke",55.55096,10.34362,"Nordfyns Kommune","Fyens Stift","Bederslev Sogn","https://da.wikipedia.org/wiki/Bederslev_Kirke","1200",1200
"Q12303024","Bedsted Kirke",56.82135,8.39136,"Thisted Kommune","Aalborg Stift","Bedsted-Grurup Sogn","https://da.wikipedia.org/wiki/Bedsted_Kirke_(Thy)","o. 1100",1100
"Q12303025","Bedsted Kirke",55.05842,9.10569,"Tønder Kommune","Ribe Stift","Bedsted Sogn","https://da.wikipedia.org/wiki/Bedsted_Kirke_(T%C3%B8nder_Kommune)","o. 1200",1200
"Q12303053","Bejsnap Kirke",55.78907,8.69495,"Varde Kommune","Ribe Stift","Ølgod Sogn","https://da.wikipedia.org/wiki/Bejsnap_Kirke","1892",1892
"Q12303063","Bellahøj Kirke",55.7054,12.5094,"Københavns Kommune","Københavns Stift","Bellahøj-Utterslev Sogn","https://da.wikipedia.org/wiki/Bellah%C3%B8j_Kirke","1962",1962
"Q12303069","Bellinge Kirke",55.33339,10.31355,"Odense Kommune","Fyens Stift","Bellinge Sogn","https://da.wikipedia.org/wiki/Bellinge_Kirke","romansk",1175
"Q12303120","Benløse Kirke",55.4699,11.8062,"Ringsted Kommune","Roskilde Stift","Benløse Sogn","https://da.wikipedia.org/wiki/Benl%C3%B8se_Kirke","o. 1250",1250
"Q12303345","Bethaniakirken",57.042776362,9.925811537,"Aalborg Kommune","","","https://da.wikipedia.org/wiki/Bethaniakirken_(Aalborg)",NA,NA
"Q12303367","Bevtoft Kirke",55.19945,9.20421,"Haderslev Kommune","Haderslev Stift","Bevtoft Sogn","https://da.wikipedia.org/wiki/Bevtoft_Kirke","o. 1100",1100
"Q12303405","Biersted Kirke",57.15588,9.8219,"Jammerbugt Kommune","Aalborg Stift","Biersted Sogn","https://da.wikipedia.org/wiki/Biersted_Kirke","o. 1100",1100
"Q12303418","Bigum Kirke",56.54108,9.65858,"Viborg Kommune","Viborg Stift","Bigum Sogn","https://da.wikipedia.org/wiki/Bigum_Kirke","Romansk tid",1175
"Q12303460","Billum Kirke",55.61188,8.32207,"Varde Kommune","Ribe Stift","Billum Sogn","https://da.wikipedia.org/wiki/Billum_Kirke","1200-tallet",1250
"Q12303463","Billund Kirke",55.73015,9.11802,"Billund Kommune","Ribe Stift","Grene Sogn","https://da.wikipedia.org/wiki/Billund_Kirke","1973",1973
"Q12303542","Birkende Kirke",55.38128,10.56716,"Kerteminde Kommune","Fyens Stift","Birkende Sogn","https://da.wikipedia.org/wiki/Birkende_Kirke","1300-tallet",1350
"Q12303545","Birkerød Kirke",55.8408,12.4296,"Rudersdal Kommune","Helsingør Stift","Birkerød Sogn","https://da.wikipedia.org/wiki/Birker%C3%B8d_Kirke","Anden halvdel af 1100-tallet",1150
"Q12303551","Birket Kirke",54.89055556,11.33194444,"Lolland Kommune","Lolland-Falsters Stift","Birket Sogn","https://da.wikipedia.org/wiki/Birket_Kirke","o. 1350",1350
"Q12303599","Bislev Kirke",56.94531,9.60922,"Aalborg Kommune","Aalborg Stift","Bislev Sogn","https://da.wikipedia.org/wiki/Bislev_Kirke","Romansk tid",1175
"Q12303624","Bistrup Kirke",55.82616,12.43008,"Rudersdal Kommune","Helsingør Stift","Bistrup Sogn","https://da.wikipedia.org/wiki/Bistrup_Kirke_(Rudersdal_Kommune)","1962-67",1962
"Q12303668","Bjarup Ødekirke",56.159914122612,9.7393745344461,"Silkeborg Kommune","","","https://da.wikipedia.org/wiki/Bjarup_%C3%98dekirke",NA,NA
"Q12303670","Bjerager Kirke",55.95272,10.21593,"Odder Kommune","Århus Stift","Bjerager Sogn","https://da.wikipedia.org/wiki/Bjerager_Kirke","1100-tallet",1150
"Q12303673","Bjergby Kirke",57.51475,10.0475,"Hjørring Kommune","Aalborg Stift","Bjergby Sogn","https://da.wikipedia.org/wiki/Bjergby_Kirke_(Hj%C3%B8rring_Kommune)","o. 1200",1200
"Q12303688","Bjerning Kirke",55.30486,9.49293,"Haderslev Kommune","Haderslev Stift","Bjerning Sogn","https://da.wikipedia.org/wiki/Bjerning_Kirke","o. 1100",1100
"Q12303691","Bjerre Kirke",55.78563,9.8559,"Hedensted Kommune","Haderslev Stift","Bjerre Sogn","https://da.wikipedia.org/wiki/Bjerre_Kirke","o. 1200",1200
"Q12303697","Bjerring Kirke",56.37896,9.62244,"Viborg Kommune","Viborg Stift","Bjerring Sogn","https://da.wikipedia.org/wiki/Bjerring_Kirke","o. 1100",1100
"Q12303701","Bjerringbro Kirke",56.37814,9.66018,"Viborg Kommune","Viborg Stift","Bjerringbro Sogn","https://da.wikipedia.org/wiki/Bjerringbro_Kirke","1918- 19",NA
"Q12303797","Blegind Kirke",56.06734,10.072484,"Skanderborg Kommune","Århus Stift","Blegind Sogn","https://da.wikipedia.org/wiki/Blegind_Kirke","1100-tallet",1150
"Q12303804","Blenstrup Kirke",56.88118,10.01331,"Rebild Kommune","Aalborg Stift","Blenstrup Sogn","https://da.wikipedia.org/wiki/Blenstrup_Kirke","o. 1100",1100
"Q12303808","Blidstrup Kirke",56.71612,8.69196,"Morsø Kommune","Aalborg Stift","Øster Assels-Blidstrup Sogn","https://da.wikipedia.org/wiki/Blidstrup_Kirke","o. 1100",1100
"Q12303813","Blistrup Kirke",56.08572,12.20359,"Gribskov Kommune","Helsingør Stift","Blistrup Sogn","https://da.wikipedia.org/wiki/Blistrup_Kirke","1140",1140
"Q12303842","Blovstrød Kirke",55.86486,12.38783,"Allerød Kommune","Helsingør Stift","Blovstrød Sogn","https://da.wikipedia.org/wiki/Blovstr%C3%B8d_Kirke","1150",1150
"Q12303882","Blågårds Kirke",55.6869,12.5578,"Københavns Kommune","","","https://da.wikipedia.org/wiki/Bl%C3%A5g%C3%A5rds_Kirke","1925-26",1925
"Q12303898","Blære Kirke",56.86591,9.51194,"Vesthimmerlands Kommune","Viborg Stift","Blære Sogn","https://da.wikipedia.org/wiki/Bl%C3%A6re_Kirke","1100-tallet",1150
"Q12303980","Boeslunde Kirke",55.3015,11.2709,"Slagelse Kommune","Roskilde Stift","Boeslunde Sogn","https://da.wikipedia.org/wiki/Boeslunde_Kirke","omkring 1300",1300
"Q12304003","Bogø Kirke",54.932,12.04789,"Vordingborg Kommune","Roskilde Stift","Bogø Sogn","https://da.wikipedia.org/wiki/Bog%C3%B8_Kirke","1200-tallet",1250
"Q12304011","Bolbro Kirke",55.39308,10.35149,"Odense Kommune","Fyens Stift","Bolbro Sogn","https://da.wikipedia.org/wiki/Bolbro_Kirke","1962",1962
"Q12304114","Borbjerg Kirke",56.40502,8.75578,"Holstebro Kommune","Viborg Stift","Borbjerg Sogn","https://da.wikipedia.org/wiki/Borbjerg_Kirke","o. 1100",1100
"Q12304119","Bording Kirke",56.16788,9.24822,"Ikast-Brande Kommune","Viborg Stift","Bording Sogn","https://da.wikipedia.org/wiki/Bording_Kirke","1897",1897
"Q12304193","Borris Kirke",55.95508,8.65607,"Ringkøbing-Skjern Kommune","Ribe Stift","Sønder Borris Sogn","https://da.wikipedia.org/wiki/Borris_Kirke","1200",1200
"Q12304197","Borum Kirke",56.18709,10.00998,"Aarhus Kommune","Århus Stift","Borum Sogn","https://da.wikipedia.org/wiki/Borum_Kirke","1100-tallet",1150
"Q12304202","Borup Kirke",56.50489,9.98543,"Randers Kommune","Århus Stift","Borup Sogn","https://da.wikipedia.org/wiki/Borup_Kirke_(Randers_Kommune)","o. 1100",1100
"Q12304247","Brahetrolleborg Kirke",55.15341,10.35096,"Faaborg-Midtfyn Kommune","Fyens Stift","Brahetrolleborg Sogn","https://da.wikipedia.org/wiki/Brahetrolleborg_Kirke","o. 1200",1200
"Q12304249","Bramdrup Kirke",55.5228,9.47712,"Kolding Kommune","Haderslev Stift","Bramdrup Sogn","https://da.wikipedia.org/wiki/Bramdrup_Kirke","1100-tallet",1150
"Q12304319","Bredstrup Kirke",55.58944,9.66175,"Fredericia Kommune","Haderslev Stift","Bredstrup Sogn","https://da.wikipedia.org/wiki/Bredstrup_Kirke","o. 1100",1100
"Q12304320","Bregnet Kirke",56.29046,10.48551,"Syddjurs Kommune","Århus Stift","Bregnet Sogn","https://da.wikipedia.org/wiki/Bregnet_Kirke","ca. 1460",1460
"Q12304324","Bregninge Kirke",55.02352,10.61026,"Svendborg Kommune","Fyens Stift","Bregninge Sogn","https://da.wikipedia.org/wiki/Bregninge_Kirke_(T%C3%A5singe)","o. 1100",1100
"Q12304325","Bregninge Kirke",54.70512,11.68804,"Guldborgsund Kommune","Lolland-Falsters Stift","Kettinge-Bregninge Sogn","https://da.wikipedia.org/wiki/Bregninge_Kirke_(Lolland)","før 1200",NA
"Q12304326","Bregninge Kirke",54.89424,10.30983,"Ærø Kommune","Fyens Stift","Bregninge Sogn","https://da.wikipedia.org/wiki/Bregninge_Kirke_(%C3%86r%C3%B8)","ca. 1250",1250
"Q12304335","Brejning Kirke",56.11242,8.5003,"Ringkøbing-Skjern Kommune","Ribe Stift","Brejning Sogn","https://da.wikipedia.org/wiki/Brejning_Kirke_(Ringk%C3%B8bing-Skjern_Kommune)","1100-tallet. Ombygget 1400-tallet.",1100
"Q12304337","Brejning Kirke",55.66945,9.67463,"Vejle Kommune","Haderslev Stift","Gauerslund Sogn","https://da.wikipedia.org/wiki/Brejning_Kirke_(Vejle_Kommune)","1967",1967
"Q12304345","Brenderup Kirke",55.48055,9.98088,"Middelfart Kommune","Fyens Stift","Brenderup Sogn","https://da.wikipedia.org/wiki/Brenderup_Kirke","o. 1100",1100
"Q12304413","Broholm Kirke",55.35445,10.18432,"Assens Kommune","Fyens Stift","Broholm Sogn","https://da.wikipedia.org/wiki/Broholm_Kirke","1907",1907
"Q12304426","Bromme Kirke",55.4830688,11.5102716,"Sorø Kommune","Roskilde Stift","Bromme Sogn","https://da.wikipedia.org/wiki/Bromme_Kirke","o. 1100",1100
"Q12304432","Brorstrup Kirke",56.76315,9.65216,"Rebild Kommune","Viborg Stift","Brorstrup Sogn","https://da.wikipedia.org/wiki/Brorstrup_Kirke","1200-tallet",1250
"Q12304436","Brovst Kirke",57.08919,9.52809,"Jammerbugt Kommune","Aalborg Stift","Brovst Sogn","https://da.wikipedia.org/wiki/Brovst_Kirke","1100-tallet",1150
"Q12304441","Brudager Kirke",55.11574,10.67507,"Svendborg Kommune","Fyens Stift","Brudager Sogn","https://da.wikipedia.org/wiki/Brudager_Kirke","o. 1250",1250
"Q12304502","Brylle Kirke",55.32453,10.24664,"Assens Kommune","Fyens Stift","Brylle Sogn","https://da.wikipedia.org/wiki/Brylle_Kirke","o. 1150-1200",NA
"Q12304505","Bryndum Kirke",55.53488,8.47733,"Esbjerg Kommune","Ribe Stift","Bryndum Sogn","https://da.wikipedia.org/wiki/Bryndum_Kirke","Ca. 1240-1250",NA
"Q12304520","Brændekilde Kirke",55.35145,10.27699,"Odense Kommune","Fyens Stift","Brændekilde Sogn","https://da.wikipedia.org/wiki/Br%C3%A6ndekilde_Kirke","omkring 1515-30- tårnet dog lidt ældre",NA
"Q12304526","Brændkjærkirken",55.47896,9.48539,"Kolding Kommune","Haderslev Stift","Brændkjær Sogn","https://da.wikipedia.org/wiki/Br%C3%A6ndkj%C3%A6rkirken","1971",1971
"Q12304548","Brøndby Strand Kirke",55.6227,12.4192,"Brøndby Kommune","Helsingør Stift","Brøndby Strand Sogn","https://da.wikipedia.org/wiki/Br%C3%B8ndby_Strand_Kirke","1982-84",1982
"Q12304554","Brøndbyvester Kirke",55.64559,12.40908,"Brøndby Kommune","Helsingør Stift","Brøndbyvester Sogn","https://da.wikipedia.org/wiki/Br%C3%B8ndbyvester_Kirke","Slutningen af 1100-tallet",1150
"Q12304555","Brøndbyøster Kirke",55.6564,12.4418,"Brøndby Kommune","Helsingør Stift","Brøndbyøster Sogn","https://da.wikipedia.org/wiki/Br%C3%B8ndby%C3%B8ster_Kirke","1100-tallet",1150
"Q12304561","Brønderslev Gamle Kirke",57.2692,9.96377,"Brønderslev Kommune","Aalborg Stift","Brønderslev Sogn","https://da.wikipedia.org/wiki/Br%C3%B8nderslev_Gamle_Kirke","o. 1100",1100
"Q12304566","Brønderslev Kirke",57.2683,9.95308,"Brønderslev Kommune","Aalborg Stift","Brønderslev Sogn","https://da.wikipedia.org/wiki/Br%C3%B8nderslev_Kirke","1922",1922
"Q12304572","Brøns Kirke",55.19337,8.72609,"Tønder Kommune","Ribe Stift","Brøns Sogn","https://da.wikipedia.org/wiki/Br%C3%B8ns_Kirke","o. 1200",1200
"Q12304579","Brønshøj Kirke",55.7058,12.4985,"Københavns Kommune","Københavns Stift","Brønshøj Sogn","https://da.wikipedia.org/wiki/Br%C3%B8nsh%C3%B8j_Kirke","1180'erne",1180
"Q12304598","Buddinge Kirke",55.7442,12.4949,"Gladsaxe Kommune","Helsingør Stift","Buddinge Sogn","https://da.wikipedia.org/wiki/Buddinge_Kirke","1967-82",1967
"Q12304612","Buerup Kirke",55.5924,11.342,"Kalundborg Kommune","Roskilde Stift","Buerup Sogn","https://da.wikipedia.org/wiki/Buerup_Kirke","1887",1887
"Q12304646","Bur Kirke",56.36189,8.44531,"Holstebro Kommune","Viborg Stift","Bur Sogn","https://da.wikipedia.org/wiki/Bur_Kirke","o. 1100",1100
"Q12304658","Bursø Kirke",54.73661,11.48877,"Lolland Kommune","Lolland-Falsters Stift","Bursø Sogn","https://da.wikipedia.org/wiki/Burs%C3%B8_Kirke","1100-tallet",1150
"Q12304696","Butterup Kirke",55.7005,11.6215,"Holbæk Kommune","Roskilde Stift","Butterup-Tuse Sogn","https://da.wikipedia.org/wiki/Butterup_Kirke",NA,NA
"Q12304744","Byrum Kirke",57.25487,10.99907,"Læsø Kommune","Aalborg Stift","Byrum Sogn","https://da.wikipedia.org/wiki/Byrum_Kirke","1269",1269
"Q12304761","Bågø Kirke",55.31565,9.80625,"Assens Kommune","Fyens Stift","Bågø Sogn","https://da.wikipedia.org/wiki/B%C3%A5g%C3%B8_Kirke","1861",1861
"Q12304769","Bårse Kirke",55.127,11.9538,"Vordingborg Kommune","Roskilde Stift","Bårse Sogn","https://da.wikipedia.org/wiki/B%C3%A5rse_Kirke","o. 1300",1300
"Q12304820","Bølling Kirke",55.97678,8.55405,"Ringkøbing-Skjern Kommune","Ribe Stift","Bølling Sogn","https://da.wikipedia.org/wiki/B%C3%B8lling_Kirke","1100-tallet",1150
"Q12304860","Børglum Kirke",57.36422,9.84365,"Hjørring Kommune","Aalborg Stift","Børglum Sogn","https://da.wikipedia.org/wiki/B%C3%B8rglum_Kirke","1937",1937
"Q12304895","Børsmose Kirke",55.65974,8.18538,"Varde Kommune","Ribe Stift","Aal Sogn","https://da.wikipedia.org/wiki/B%C3%B8rsmose_Kirke","1902",1902
"Q12304900","Bøstrup Kirke",55.04528,10.88144,"Langeland Kommune","Fyens Stift","Bøstrup Sogn","https://da.wikipedia.org/wiki/B%C3%B8strup_Kirke","1100-tallet",1150
"Q12304902","Bøvling Kirke",56.44752,8.18267,"Lemvig Kommune","Viborg Stift","Bøvling Sogn","https://da.wikipedia.org/wiki/B%C3%B8vling_Kirke","o. 1100",1100
"Q12306253","Christianskirken",56.17764,10.19559,"Aarhus Kommune","Århus Stift","Christians Sogn","https://da.wikipedia.org/wiki/Christians_Kirke_(Aarhus)","1956-1958",1956
"Q12306275","Christianskirken",55.5797,9.75773,"Fredericia Kommune","Haderslev Stift","Christians Sogn","https://da.wikipedia.org/wiki/Christianskirken_(Fredericia)","1930-31",1930
"Q12306276","Christianskirken",55.76503,12.49771,"Lyngby-Taarbæk Kommune","Helsingør Stift","Christians Sogn","https://da.wikipedia.org/wiki/Christianskirken_(Lyngby-Taarb%C3%A6k_Kommune)","1941",1941
"Q12306277","Christianskirken",54.90941,9.80515,"Sønderborg Kommune","Haderslev Stift","Christians Sogn","https://da.wikipedia.org/wiki/Christianskirken_(S%C3%B8nderborg)","1957 - 1973",1957
"Q12306417","Citykirken Aarhus",56.16912,10.15964,"Aarhus Kommune","","","https://da.wikipedia.org/wiki/Citykirken_Aarhus",NA,NA
"Q12306442","Classerkirken",55.68517,12.53202,"Frederiksberg Kommune","","","https://da.wikipedia.org/wiki/Classerkirken",NA,NA
"Q12307047","Dalby Kirke",55.3117,12.0636,"Faxe Kommune","Roskilde Stift","Sønder Dalby Sogn","https://da.wikipedia.org/wiki/Dalby_Kirke_(Faxe_Kommune)","1200–1300–1400–1500-tallet",1200
"Q12307049","Dalby Kirke",55.51718,10.65732,"Kerteminde Kommune","Fyens Stift","Dalby Sogn","https://da.wikipedia.org/wiki/Dalby_Kirke_(Kerteminde_Kommune)","1100-tallet",1150
"Q12307050","Dalby Kirke",55.46538,9.50392,"Kolding Kommune","Haderslev Stift","Dalby Sogn","https://da.wikipedia.org/wiki/Dalby_Kirke_(Kolding_Kommune)","1872",1872
"Q12307053","Dalbyneder Kirke",56.63231,10.2215,"Randers Kommune","Århus Stift","Dalbyneder Sogn","https://da.wikipedia.org/wiki/Dalbyneder_Kirke","1150",1150
"Q12307055","Dalbyover Kirke",56.62036,10.19515,"Randers Kommune","Århus Stift","Dalbyover Sogn","https://da.wikipedia.org/wiki/Dalbyover_Kirke","o. 1100",1100
"Q12307057","Daler Kirke",54.96967,8.7456,"Tønder Kommune","Ribe Stift","Daler Sogn","https://da.wikipedia.org/wiki/Daler_Kirke","1100 - 1200 tallet",1100
"Q12307066","Dallerup Kirke",56.16976,9.78653,"Silkeborg Kommune","Århus Stift","Dallerup Sogn","https://da.wikipedia.org/wiki/Dallerup_Kirke","romansk tid",1175
"Q12307073","Dalum Kirke",55.36365,10.37536,"Odense Kommune","Fyens Stift","Dalum Sogn","https://da.wikipedia.org/wiki/Dalum_Kirke","o. 1200",1200
"Q12307771","Darum Kirke",55.431,8.64721,"Esbjerg Kommune","Ribe Stift","Darum Sogn","https://da.wikipedia.org/wiki/Darum_Kirke","1100-tallet",1150
"Q12307794","Daugbjerg Kirke",56.43407,9.13036,"Viborg Kommune","Viborg Stift","Daugbjerg Sogn","https://da.wikipedia.org/wiki/Daugbjerg_Kirke","romansk tid",1175
"Q12307797","Daugård Kirke",55.7328,9.71944,"Hedensted Kommune","Haderslev Stift","Daugård Sogn","https://da.wikipedia.org/wiki/Daug%C3%A5rd_Kirke",NA,NA
"Q12307828","Davids Kirke",55.707,12.5792,"Københavns Kommune","Københavns Stift","Davids Sogn","https://da.wikipedia.org/wiki/Davids_Kirke","1910- 115 år siden (1910)",NA
"Q12307831","Davinde Kirke",55.33919,10.54114,"Odense Kommune","Fyens Stift","Davinde Sogn","https://da.wikipedia.org/wiki/Davinde_Kirke","1100-tallet",1150
"Q12307860","De Døves Kirke",55.6867,12.5424,"Frederiksberg Kommune","Københavns Stift","Sankt Thomas Sogn","https://da.wikipedia.org/wiki/De_D%C3%B8ves_Kirke","1904",1904
"Q12307869","De Gamles Bys Kirke",55.6949,12.5581,"Københavns Kommune","Københavns Stift","Simeon-Sankt Johannes Sogn","https://da.wikipedia.org/wiki/De_Gamles_Bys_Kirke","1892",1892
"Q12308595","Diernæs Kirke",55.10589,10.29415,"Faaborg-Midtfyn Kommune","Fyens Stift","Diernæs Sogn","https://da.wikipedia.org/wiki/Diern%C3%A6s_Kirke","o. 1100",1100
"Q12308801","Dollerup Kirke",56.37182,9.30824,"Viborg Kommune","Viborg Stift","Dollerup Sogn","https://da.wikipedia.org/wiki/Dollerup_Kirke","o. 1200",1200
"Q12308812","Dommerby Kirke",56.5522,9.08328,"Skive Kommune","Viborg Stift","Dommerby Sogn","https://da.wikipedia.org/wiki/Dommerby_Kirke","romansk tid",1175
"Q12308845","Dorf Kirke",57.22582,10.28637,"Brønderslev Kommune","Aalborg Stift","Dorf Sogn","https://da.wikipedia.org/wiki/Dorf_Kirke","1899-1900",1899
"Q12308881","Dover Kirke",56.07812,9.83557,"Skanderborg Kommune","Århus Stift","Dover Sogn","https://da.wikipedia.org/wiki/Dover_Kirke","Slutningen af 1100-tallet",1150
"Q12308945","Dreslette Kirke",55.22585,10.03701,"Assens Kommune","Fyens Stift","Dreslette Sogn","https://da.wikipedia.org/wiki/Dreslette_Kirke","o. 1100",1100
"Q12308954","Drigstrup Kirke",55.46661,10.60902,"Kerteminde Kommune","Fyens Stift","Kerteminde-Drigstrup Sogn","https://da.wikipedia.org/wiki/Drigstrup_Kirke","omkring 1200",1200
"Q12308990","Dronninglund Kirke",57.1549,10.2623,"Brønderslev Kommune","Aalborg Stift","Dronninglund Sogn","https://da.wikipedia.org/wiki/Dronninglund_Kirke","ca. 1200",1200
"Q12309013","Dråby Kirke",56.22286,10.70369,"Syddjurs Kommune","Århus Stift","Ebeltoft-Dråby-Handrup Sogn","https://da.wikipedia.org/wiki/Dr%C3%A5by_Kirke_(Djursland)",NA,NA
"Q12309060","Durup Kirke",56.744755631,8.955093921,"Skive Kommune","Viborg Stift","Durup Sogn","https://da.wikipedia.org/wiki/Durup_Kirke_(Skive_Kommune)","Romansk tid",1175
"Q12309061","Durup Kirke",56.71714,9.62122,"Rebild Kommune","Viborg Stift","Durup Sogn","https://da.wikipedia.org/wiki/Durup_Kirke_(Rebild_Kommune)","1100-tallet",1150
"Q12309127","Dyrup Kirke",55.35038,10.33675,"Odense Kommune","Fyens Stift","Dyrup Sogn","https://da.wikipedia.org/wiki/Dyrup_Kirke","1986",1986
"Q12309130","Dyssegårdskirken",55.7319,12.5407,"Gentofte Kommune","Helsingør Stift","Dyssegård Sogn","https://da.wikipedia.org/wiki/Dysseg%C3%A5rdskirken","1957-61",1957
"Q12309166","Dølby Kirke",56.6079,8.98332,"Skive Kommune","Viborg Stift","Dølby Sogn","https://da.wikipedia.org/wiki/D%C3%B8lby_Kirke","Romansk tid",1175
"Q12309173","Døllefjelde Kirke",54.7322,11.69126,"Guldborgsund Kommune","Lolland-Falsters Stift","Døllefjelde Sogn","https://da.wikipedia.org/wiki/D%C3%B8llefjelde_Kirke","før 1362",NA
"Q12309180","Døstrup Kirke",55.11489,8.79944,"Tønder Kommune","Ribe Stift","Døstrup Sogn","https://da.wikipedia.org/wiki/D%C3%B8strup_Kirke_(T%C3%B8nder_Kommune)","o. 1150",1150
"Q12309421","Egebjerg Kirke",55.8452,11.6804,"Odsherred Kommune","Roskilde Stift","Egebjerg Sogn","https://da.wikipedia.org/wiki/Egebjerg_Kirke","Omkring 1100-årerne",1100
"Q12309427","Egebæksvang Kirke",55.995,12.5609,"Helsingør Kommune","Helsingør Stift","Egebæksvang Sogn","https://da.wikipedia.org/wiki/Egeb%C3%A6ksvang_Kirke","1897",1897
"Q12309431","Egedal Kirke",55.905,12.48814,"Fredensborg Kommune","Helsingør Stift","Karlebo Sogn","https://da.wikipedia.org/wiki/Egedal_Kirke","1990",1990
"Q12309447","Egens Kirke",56.26945,10.51217,"Syddjurs Kommune","Århus Stift","Egens Sogn","https://da.wikipedia.org/wiki/Egens_Kirke","?",NA
"Q12309449","Egense Kirke",55.05603,10.52805,"Svendborg Kommune","Fyens Stift","Egense Sogn","https://da.wikipedia.org/wiki/Egense_Kirke","o. 1100",1100
"Q12309453","Egeris Kirke",56.5516,9.028,"Skive Kommune","Viborg Stift","Egeris Sogn","https://da.wikipedia.org/wiki/Egeris_Kirke","1960",1960
"Q12309456","Egernsund Kirke",54.90414,9.6091,"Sønderborg Kommune","Haderslev Stift","Egernsund Sogn","https://da.wikipedia.org/wiki/Egernsund_Kirke","1909",1909
