"Q-kode","churchLabel","latitude","longitude","kommune","stift","sogn","wikilink","opført","opført_tal"
"Q34054519","Hem Kirke",56.61283,10.03322,NA,NA,NA,"http://www.wikidata.org/entity/Q34054519",NA,NA
"Q34054529","Hem Kirke",56.59436,8.95931,NA,NA,NA,"http://www.wikidata.org/entity/Q34054529",NA,NA
"Q34054538","Hemmed Kirke",56.49554,10.74283,NA,NA,NA,"http://www.wikidata.org/entity/Q34054538",NA,NA
"Q34054549","Hemmeshøj Kirke",55.34647,11.28859,"Slagelse Kommune","Roskilde Stift","Hemmeshøj Sogn","https://da.wikipedia.org/wiki/Hemmesh%C3%B8j_Kirke",NA,NA
"Q34054559","Hemmet Kirke",55.84998,8.37548,NA,NA,NA,"http://www.wikidata.org/entity/Q34054559",NA,NA
"Q34054570","Herborg Kirke",56.06878,8.60735,NA,NA,NA,"http://www.wikidata.org/entity/Q34054570",NA,NA
"Q34054580","Herlufsholm Kirke",55.246022329,11.748923061,"Næstved Kommune","Roskilde Stift","Herlufsholm Sogn","https://da.wikipedia.org/wiki/Herlufsholm_Kirke","1200-tallet",1250
"Q34054590","Hillerslev Kirke",57.0125,8.73013,NA,NA,NA,"http://www.wikidata.org/entity/Q34054590",NA,NA
"Q34054598","Hindborg Kirke",56.62247,8.9552,NA,NA,NA,"http://www.wikidata.org/entity/Q34054598",NA,NA
"Q34054608","Hirtshals Kirke",57.58728,9.96331,"Hjørring Kommune","Aalborg Stift","Hirtshals Sogn","https://da.wikipedia.org/wiki/Hirtshals_Kirke",NA,NA
"Q34054617","Hjadstrup Kirke",55.52337,10.35056,"Nordfyns Kommune","Fyens Stift","Hjadstrup Sogn","https://da.wikipedia.org/wiki/Hjadstrup_Kirke","1400-tallet",1450
"Q34054627","Hjardemål Klit Kirke",57.09515,8.88055,NA,NA,NA,"http://www.wikidata.org/entity/Q34054627",NA,NA
"Q34054637","Hjarup Kirke",55.44545,9.3599,NA,NA,NA,"http://www.wikidata.org/entity/Q34054637",NA,NA
"Q34054646","Hjembæk Kirke",55.69782,11.40904,NA,NA,NA,"http://www.wikidata.org/entity/Q34054646",NA,NA
"Q34054656","Hjerk Kirke",56.69127,8.92417,NA,NA,NA,"http://www.wikidata.org/entity/Q34054656",NA,NA
"Q34054664","Hjermind Kirke",56.39732,9.67953,"Viborg Kommune","Viborg Stift","Hjermind Sogn","https://da.wikipedia.org/wiki/Hjermind_Kirke",NA,NA
"Q34054675","Hjordkær Kirke",55.03283,9.30307,NA,NA,NA,"http://www.wikidata.org/entity/Q34054675",NA,NA
"Q34054684","Hjortdal Kirke",57.13529,9.34452,NA,NA,NA,"http://www.wikidata.org/entity/Q34054684",NA,NA
"Q34054696","Hjorthede Kirke",56.41676,9.70844,NA,NA,NA,"http://www.wikidata.org/entity/Q34054696",NA,NA
"Q34054704","Hodde Kirke",55.69885,8.64565,NA,NA,NA,"http://www.wikidata.org/entity/Q34054704",NA,NA
"Q34054714","Hodsager Kirke",56.31424,8.8541,NA,NA,NA,"http://www.wikidata.org/entity/Q34054714",NA,NA
"Q34054722","Hoed Kirke",56.31418,10.81705,NA,NA,NA,"http://www.wikidata.org/entity/Q34054722",NA,NA
"Q34054733","Holme Olstrup Kirke",55.25651,11.83959,NA,NA,NA,"http://www.wikidata.org/entity/Q34054733",NA,NA
"Q34054743","Holmstrup Kirke",55.62282,11.39652,NA,NA,NA,"http://www.wikidata.org/entity/Q34054743",NA,NA
"Q34054753","Holsbjerg Kirke",55.65973,12.34876,NA,NA,NA,"http://www.wikidata.org/entity/Q34054753",NA,NA
"Q34054763","Holsteinborg Kirke",55.214697533,11.464242114,NA,NA,NA,"http://www.wikidata.org/entity/Q34054763",NA,NA
"Q34054771","Homå Kirke",56.362752092,10.811296216,NA,NA,NA,"http://www.wikidata.org/entity/Q34054771",NA,NA
"Q34054778","Hornborg Kirke",55.85519,9.66512,NA,NA,NA,"http://www.wikidata.org/entity/Q34054778",NA,NA
"Q34054788","Hornbæk Kirke",56.46347,9.99111,NA,NA,NA,"http://www.wikidata.org/entity/Q34054788",NA,NA
"Q34054799","Hornstrup Kirke",55.74427,9.55546,NA,NA,NA,"http://www.wikidata.org/entity/Q34054799",NA,NA
"Q34054809","Hornum Kirke",55.74523,9.80591,NA,NA,NA,"http://www.wikidata.org/entity/Q34054809",NA,NA
"Q34054818","Hove Kirke",56.557379476,8.223942517,NA,NA,NA,"http://www.wikidata.org/entity/Q34054818",NA,NA
"Q34054824","Hoven Kirke",55.85094,8.75869,NA,NA,NA,"http://www.wikidata.org/entity/Q34054824",NA,NA
"Q34054834","Hundborg Kirke",56.92734,8.50784,NA,NA,NA,"http://www.wikidata.org/entity/Q34054834",NA,NA
"Q34054843","Hundstrup Kirke",55.10441,10.43135,NA,NA,NA,"http://www.wikidata.org/entity/Q34054843",NA,NA
"Q34054853","Hunstrup Kirke",57.03517,8.81254,NA,NA,NA,"http://www.wikidata.org/entity/Q34054853",NA,NA
"Q34054863","Hurup Kirke",56.75429,8.42584,NA,NA,NA,"http://www.wikidata.org/entity/Q34054863",NA,NA
"Q34054876","Husby Kirke",55.37074,9.86592,NA,NA,NA,"http://www.wikidata.org/entity/Q34054876",NA,NA
"Q34054887","Hvalsø Kirke",55.59236,11.86381,NA,NA,NA,"http://www.wikidata.org/entity/Q34054887",NA,NA
"Q34054897","Hvam Kirke",56.67025,9.4873,NA,NA,NA,"http://www.wikidata.org/entity/Q34054897",NA,NA
"Q34054908","Hvedstrup Kirke",55.69884,12.19502,NA,NA,NA,"http://www.wikidata.org/entity/Q34054908",NA,NA
"Q34054919","Hvejsel Kirke",55.81235,9.43125,NA,NA,NA,"http://www.wikidata.org/entity/Q34054919",NA,NA
"Q34054929","Hvidbjerg Kirke",56.74466,8.62012,NA,NA,NA,"http://www.wikidata.org/entity/Q34054929",NA,NA
"Q34054937","Hvorup Kirke",57.09275,9.93694,NA,NA,NA,"http://www.wikidata.org/entity/Q34054937",NA,NA
"Q34054946","Hygum Kirke",56.59354,8.22357,NA,NA,NA,"http://www.wikidata.org/entity/Q34054946",NA,NA
"Q34054957","Hylke Kirke",55.99531,9.93479,NA,NA,NA,"http://www.wikidata.org/entity/Q34054957",NA,NA
"Q34054967","Hyllebjerg Kirke",56.82702,9.31011,NA,NA,NA,"http://www.wikidata.org/entity/Q34054967",NA,NA
"Q34054985","Hyllested Kirke",55.27952,11.44882,NA,NA,NA,"http://www.wikidata.org/entity/Q34054985",NA,NA
"Q34054995","Hyllinge Kirke",55.25602,11.59876,NA,NA,NA,"http://www.wikidata.org/entity/Q34054995",NA,NA
"Q34055004","Høje Kolstrup Kirke",55.0614,9.39875,NA,NA,NA,"http://www.wikidata.org/entity/Q34055004",NA,NA
"Q34055014","Højen Kirke",55.66367,9.49073,NA,NA,NA,"http://www.wikidata.org/entity/Q34055014",NA,NA
"Q34055025","Høm Kirke",55.41119,11.78032,NA,NA,NA,"http://www.wikidata.org/entity/Q34055025",NA,NA
"Q34055035","Hørby Kirke",55.73953,11.66615,"Holbæk Kommune","Roskilde Stift","Tuse Næs Sogn","https://da.wikipedia.org/wiki/H%C3%B8rby_Kirke_(Holb%C3%A6k_Kommune)","ca. 1150",1150
"Q34055047","Hørby Kirke",56.65223,9.7478,NA,NA,NA,"http://www.wikidata.org/entity/Q34055047",NA,NA
"Q34055056","Hørmested Kirke",57.46131,10.24722,NA,NA,NA,"http://www.wikidata.org/entity/Q34055056",NA,NA
"Q34055068","Hørning Kirke",56.41176,10.20376,NA,NA,NA,"http://www.wikidata.org/entity/Q34055068",NA,NA
"Q34055078","Hørsted Kirke",56.87121,8.49292,NA,NA,NA,"http://www.wikidata.org/entity/Q34055078",NA,NA
"Q34055088","Høve Kirke",55.2826,11.39091,NA,NA,NA,"http://www.wikidata.org/entity/Q34055088",NA,NA
"Q34055097","Hårslev Kirke",55.498260298,10.098018049,NA,NA,NA,"http://www.wikidata.org/entity/Q34055097",NA,NA
"Q34055105","Hårslev Kirke",55.27177,11.47981,NA,NA,NA,"http://www.wikidata.org/entity/Q34055105",NA,NA
"Q34055115","Ikast Østre Kirke",56.13645,9.16367,NA,NA,NA,"http://www.wikidata.org/entity/Q34055115",NA,NA
"Q34055126","Ilderhede Kirke",55.8938,8.83614,NA,NA,NA,"http://www.wikidata.org/entity/Q34055126",NA,NA
"Q34055136","Ildved Kirke",55.81233,9.47006,NA,NA,NA,"http://www.wikidata.org/entity/Q34055136",NA,NA
"Q34055147","Ilskov Kirke",56.23297,9.11289,NA,NA,NA,"http://www.wikidata.org/entity/Q34055147",NA,NA
"Q34055157","Indslev Kirke",55.46289,9.92148,"Middelfart Kommune","Fyens Stift","Indslev Sogn","https://da.wikipedia.org/wiki/Indslev_Kirke","o. 1200",1200
"Q34055167","Ingstrup Kirke",57.3122,9.7245,NA,NA,NA,"http://www.wikidata.org/entity/Q34055167",NA,NA
"Q34055178","Isenvad Kirke",56.09672,9.20506,NA,NA,NA,"http://www.wikidata.org/entity/Q34055178",NA,NA
"Q34055203","Jannerup Kirke",56.94323,8.48785,NA,NA,NA,"http://www.wikidata.org/entity/Q34055203",NA,NA
"Q34055211","Jebjerg Kirke",56.67061,9.01446,NA,NA,NA,"http://www.wikidata.org/entity/Q34055211",NA,NA
"Q34055220","Jelstrup Kirke",57.42693,9.81789,NA,NA,NA,"http://www.wikidata.org/entity/Q34055220",NA,NA
"Q34055230","Jerlev Kirke",55.67233,9.43495,NA,NA,NA,"http://www.wikidata.org/entity/Q34055230",NA,NA
"Q34055241","Johanneskirken",56.443635623,10.041084139,NA,NA,NA,"http://www.wikidata.org/entity/Q34055241",NA,NA
"Q34055250","Jordrup Kirke",55.55869,9.30917,NA,NA,NA,"http://www.wikidata.org/entity/Q34055250",NA,NA
"Q34055259","Jorløse Kirke",55.61175,11.29848,NA,NA,NA,"http://www.wikidata.org/entity/Q34055259",NA,NA
"Q34055269","Junget Kirke",56.76355,9.09739,NA,NA,NA,"http://www.wikidata.org/entity/Q34055269",NA,NA
"Q34055277","Jyderup Kirke",55.66354,11.41993,NA,NA,NA,"http://www.wikidata.org/entity/Q34055277",NA,NA
"Q34055285","Jørsby Kirke",56.88665,8.88353,NA,NA,NA,"http://www.wikidata.org/entity/Q34055285",NA,NA
"Q34055295","Kallerup Kirke",56.92038,8.56529,NA,NA,NA,"http://www.wikidata.org/entity/Q34055295",NA,NA
"Q34055303","Karlby Kirke",56.47182,10.85951,NA,NA,NA,"http://www.wikidata.org/entity/Q34055303",NA,NA
"Q34055312","Karstoft Kirke",55.9341,8.93936,NA,NA,NA,"http://www.wikidata.org/entity/Q34055312",NA,NA
"Q34055322","Kastbjerg Kirke",56.4584,10.76014,NA,NA,NA,"http://www.wikidata.org/entity/Q34055322",NA,NA
"Q34055331","Kastbjerg Kirke",56.64258,10.15728,NA,NA,NA,"http://www.wikidata.org/entity/Q34055331",NA,NA
"Q34055343","Kattrup Kirke",55.95228,9.91857,NA,NA,NA,"http://www.wikidata.org/entity/Q34055343",NA,NA
"Q34055351","Kauslunde Kirke",55.48471,9.80804,NA,NA,NA,"http://www.wikidata.org/entity/Q34055351",NA,NA
"Q34055361","Kettrup Kirke",57.06554,9.2537,NA,NA,NA,"http://www.wikidata.org/entity/Q34055361",NA,NA
"Q34055372","Kimmerslev Kirke",55.48532,11.98329,NA,NA,NA,"http://www.wikidata.org/entity/Q34055372",NA,NA
"Q34055379","Kindertofte Kirke",55.43229,11.4712,NA,NA,NA,"http://www.wikidata.org/entity/Q34055379",NA,NA
"Q34055386","Kirkeby Kirke",55.11374,10.5289,NA,NA,NA,"http://www.wikidata.org/entity/Q34055386",NA,NA
"Q34055397","Kirke Eskilstrup Kirke",55.572186159,11.761347725,NA,NA,NA,"http://www.wikidata.org/entity/Q34055397",NA,NA
"Q34055405","Kirke Helsinge Kirke",55.51631,11.20677,NA,NA,NA,"http://www.wikidata.org/entity/Q34055405",NA,NA
"Q34055415","Kirke Hyllinge Kirke",55.70367906,11.888552829,NA,NA,NA,"http://www.wikidata.org/entity/Q34055415",NA,NA
"Q34055424","Kirkerup Kirke",55.7217,12.15907,NA,NA,NA,"http://www.wikidata.org/entity/Q34055424",NA,NA
"Q34055435","Kirkerup Kirke",55.35794,11.49325,NA,NA,NA,"http://www.wikidata.org/entity/Q34055435",NA,NA
"Q34055450","Kirke Saaby Kirke",55.63672,11.87325,NA,NA,NA,"http://www.wikidata.org/entity/Q34055450",NA,NA
"Q34055458","Kisserup Kirke",55.59947,11.90026,NA,NA,NA,"http://www.wikidata.org/entity/Q34055458",NA,NA
"Q34055468","Klejs Kirke",55.74222,9.93877,NA,NA,NA,"http://www.wikidata.org/entity/Q34055468",NA,NA
"Q34055477","Klejtrup Kirke",56.59076,9.63277,NA,NA,NA,"http://www.wikidata.org/entity/Q34055477",NA,NA
"Q34055485","Klim Kirke",57.09257,9.17028,NA,NA,NA,"http://www.wikidata.org/entity/Q34055485",NA,NA
"Q34055496","Klosterkirken",57.048638786,9.917977451,NA,NA,NA,"http://www.wikidata.org/entity/Q34055496",NA,NA
"Q34055503","Klostermarkskirken",55.43008,11.78055,NA,NA,NA,"http://www.wikidata.org/entity/Q34055503",NA,NA
"Q34055513","Koed Kirke",56.37546,10.56706,NA,NA,NA,"http://www.wikidata.org/entity/Q34055513",NA,NA
"Q34055522","Kokkedal Kirke",55.9003,12.49885,NA,NA,NA,"http://www.wikidata.org/entity/Q34055522",NA,NA
"Q34055530","Koldmose Kirke",57.15335,9.55256,NA,NA,NA,"http://www.wikidata.org/entity/Q34055530",NA,NA
"Q34055540","Kollerup Kirke",57.09748,9.29492,NA,NA,NA,"http://www.wikidata.org/entity/Q34055540",NA,NA
"Q34055549","Kollerup Kirke",55.77708,9.44797,NA,NA,NA,"http://www.wikidata.org/entity/Q34055549",NA,NA
"Q34055557","Kollund Kirke",56.09067,9.02684,NA,NA,NA,"http://www.wikidata.org/entity/Q34055557",NA,NA
"Q34055566","Kornerup Kirke",55.63307,11.9828,"Lejre Kommune","Roskilde Stift","Kornerup Sogn","https://da.wikipedia.org/wiki/Kornerup_Kirke","Ca. 1200",1200
"Q34055576","Korning Kirke",55.85245,9.69727,NA,NA,NA,"http://www.wikidata.org/entity/Q34055576",NA,NA
"Q34055586","Kornum Kirke",56.95651,9.32293,NA,NA,NA,"http://www.wikidata.org/entity/Q34055586",NA,NA
"Q34055594","Korup Kirke",55.4304,10.2769,"Odense Kommune","Fyens Stift","Korup Sogn","https://da.wikipedia.org/wiki/Korup_Kirke",NA,NA
"Q34055602","Krejbjerg Kirke",56.656,8.86023,NA,NA,NA,"http://www.wikidata.org/entity/Q34055602",NA,NA
"Q34055612","Krummerup Kirke",55.29953,11.51053,NA,NA,NA,"http://www.wikidata.org/entity/Q34055612",NA,NA
"Q34055623","Kundby Kirke",55.71227,11.51822,NA,NA,NA,"http://www.wikidata.org/entity/Q34055623",NA,NA
"Q34055634","Kvanløse Kirke",55.652241506,11.668987869,NA,NA,NA,"http://www.wikidata.org/entity/Q34055634",NA,NA
"Q34055642","Kvols Kirke",56.52576,9.29374,NA,NA,NA,"http://www.wikidata.org/entity/Q34055642",NA,NA
"Q34055655","Kvong Kirke",55.75983,8.43227,NA,NA,NA,"http://www.wikidata.org/entity/Q34055655",NA,NA
"Q34055664","Kvorning Kirke",56.49316,9.70297,NA,NA,NA,"http://www.wikidata.org/entity/Q34055664",NA,NA
"Q34055672","Kædeby Kirke",54.86121,10.67755,NA,NA,NA,"http://www.wikidata.org/entity/Q34055672",NA,NA
"Q34055683","Kærby Kirke",56.59879,10.06307,NA,NA,NA,"http://www.wikidata.org/entity/Q34055683",NA,NA
"Q34055691","Kølkær Kirke",56.064,9.08333,NA,NA,NA,"http://www.wikidata.org/entity/Q34055691",NA,NA
"Q34055700","Kåstrup Kirke",57.02931,8.73282,NA,NA,NA,"http://www.wikidata.org/entity/Q34055700",NA,NA
"Q34055710","Langelund Kirke",55.80703,9.10293,NA,NA,NA,"http://www.wikidata.org/entity/Q34055710",NA,NA
"Q34055719","Langeslund Kirke",57.12206,9.62152,NA,NA,NA,"http://www.wikidata.org/entity/Q34055719",NA,NA
"Q34055730","Langesø Skovkapel",55.432558,10.186531,NA,NA,NA,"http://www.wikidata.org/entity/Q34055730",NA,NA
"Q34055740","Langskov Kirke",55.82435,9.52975,NA,NA,NA,"http://www.wikidata.org/entity/Q34055740",NA,NA
"Q34055750","Langør Kirke",55.91877,10.63348,NA,NA,NA,"http://www.wikidata.org/entity/Q34055750",NA,NA
"Q34055761","Langå Kirke",55.19491,10.72503,NA,NA,NA,"http://www.wikidata.org/entity/Q34055761",NA,NA
"Q34055769","Lee Kirke",56.42472,9.67378,NA,NA,NA,"http://www.wikidata.org/entity/Q34055769",NA,NA
"Q34055778","Lellinge Kirke",55.46732,12.11116,"Køge Kommune","Roskilde Stift","Lellinge Sogn","https://da.wikipedia.org/wiki/Lellinge_Kirke","omk. 1450[1]",1450
"Q34055789","Lem Kirke",56.50367,10.06275,NA,NA,NA,"http://www.wikidata.org/entity/Q34055789",NA,NA
"Q34055798","Lem Kirke",56.02743,8.38608,NA,NA,NA,"http://www.wikidata.org/entity/Q34055798",NA,NA
"Q34055807","Lendum Kirke",57.40907,10.30048,NA,NA,NA,"http://www.wikidata.org/entity/Q34055807",NA,NA
"Q34055815","Levring Kirke",56.30687,9.46748,NA,NA,NA,"http://www.wikidata.org/entity/Q34055815",NA,NA
"Q34055824","Lidemark Kirke",55.43696,12.05464,NA,NA,NA,"http://www.wikidata.org/entity/Q34055824",NA,NA
"Q34055833","Lild Kirke",57.10592,9.001,NA,NA,NA,"http://www.wikidata.org/entity/Q34055833",NA,NA
"Q34055843","Lildstrand Kirke",57.15218,8.96098,NA,NA,NA,"http://www.wikidata.org/entity/Q34055843",NA,NA
"Q34055852","Lille Fuglede Kirke",55.59344,11.27387,NA,NA,NA,"http://www.wikidata.org/entity/Q34055852",NA,NA
"Q34055862","Lille Lyngby Kirke",55.95114,12.13985,NA,NA,NA,"http://www.wikidata.org/entity/Q34055862",NA,NA
"Q34055871","Lillevorde Kirke",56.97888,10.0522,NA,NA,NA,"http://www.wikidata.org/entity/Q34055871",NA,NA
"Q34055880","Lindeballe Kirke",55.77009,9.24137,NA,NA,NA,"http://www.wikidata.org/entity/Q34055880",NA,NA
"Q34055892","Lindehøj Kirke",55.733823441,12.419975547,NA,NA,NA,"http://www.wikidata.org/entity/Q34055892",NA,NA
"Q34055902","Linde Kirke",56.53238,10.12452,NA,NA,NA,"http://www.wikidata.org/entity/Q34055902",NA,NA
"Q34055912","Lindelse Kirke",54.86486,10.72943,NA,NA,NA,"http://www.wikidata.org/entity/Q34055912",NA,NA
"Q34055921","Linå Kirke",56.15518,9.69056,NA,NA,NA,"http://www.wikidata.org/entity/Q34055921",NA,NA
"Q34055930","Ljørslev Kirke",56.73662,8.78129,NA,NA,NA,"http://www.wikidata.org/entity/Q34055930",NA,NA
"Q34055938","Lomborg Kirke",56.50048,8.25763,NA,NA,NA,"http://www.wikidata.org/entity/Q34055938",NA,NA
"Q34055949","Lumsås Kirke",55.94135,11.51736,NA,NA,NA,"http://www.wikidata.org/entity/Q34055949",NA,NA
"Q34055957","Lundby Kirke",55.11306,11.89542,NA,NA,NA,"http://www.wikidata.org/entity/Q34055957",NA,NA
"Q34055967","Lundby Kirke",56.94982,9.44471,NA,NA,NA,"http://www.wikidata.org/entity/Q34055967",NA,NA
"Q34055974","Lunde Kirke",55.48626,10.34317,"Nordfyns Kommune","Fyens Stift","Lunde Sogn","https://da.wikipedia.org/wiki/Lunde_Kirke_(Nordfyns_Kommune)","1100-tallet",1150
"Q34055982","Lunde Kirke",55.13444,10.52659,NA,NA,NA,"http://www.wikidata.org/entity/Q34055982",NA,NA
"Q34055990","Lunde Kirke",55.76155,8.36837,NA,NA,NA,"http://www.wikidata.org/entity/Q34055990",NA,NA
"Q34055999","Lundforlund Kirke",55.34178,11.31814,NA,NA,NA,"http://www.wikidata.org/entity/Q34055999",NA,NA
"Q34056011","Lundum Kirke",55.92829,9.77643,NA,NA,NA,"http://www.wikidata.org/entity/Q34056011",NA,NA
"Q34056021","Lundø Kirke",56.62293,9.13694,NA,NA,NA,"http://www.wikidata.org/entity/Q34056021",NA,NA
"Q34056031","Lyderslev Kirke",55.27355,12.29407,NA,NA,NA,"http://www.wikidata.org/entity/Q34056031",NA,NA
"Q34056039","Lydum Kirke",55.79561,8.36112,NA,NA,NA,"http://www.wikidata.org/entity/Q34056039",NA,NA
"Q34056047","Lyndby Kirke",55.67239,11.93497,NA,NA,NA,"http://www.wikidata.org/entity/Q34056047",NA,NA
"Q34056057","Lyne Kirke",55.80218,8.49344,NA,NA,NA,"http://www.wikidata.org/entity/Q34056057",NA,NA
"Q34056066","Lyngby Kirke",57.40043,9.75464,NA,NA,NA,"http://www.wikidata.org/entity/Q34056066",NA,NA
"Q34056075","Lyngby Kirke",56.36764,10.74825,NA,NA,NA,"http://www.wikidata.org/entity/Q34056075",NA,NA
"Q34056086","Lyngby Kirke",56.84377,10.04343,NA,NA,NA,"http://www.wikidata.org/entity/Q34056086",NA,NA
"Q34056098","Lyngvig Kirke",56.04601,8.12039,NA,NA,NA,"http://www.wikidata.org/entity/Q34056098",NA,NA
"Q34056107","Lødderup Kirke",56.78469,8.79916,NA,NA,NA,"http://www.wikidata.org/entity/Q34056107",NA,NA
"Q34056114","Løget Kirke",55.67574,9.53341,NA,NA,NA,"http://www.wikidata.org/entity/Q34056114",NA,NA
"Q34056124","Løgsted Kirke",56.94667,9.26072,NA,NA,NA,"http://www.wikidata.org/entity/Q34056124",NA,NA
"Q34056144","Løvel Kirke",56.53396,9.46562,NA,NA,NA,"http://www.wikidata.org/entity/Q34056144",NA,NA
"Q34056153","Låsby Kirke",56.15629,9.80882,NA,NA,NA,"http://www.wikidata.org/entity/Q34056153",NA,NA
"Q34056161","Låstrup Kirke",56.57855,9.38294,NA,NA,NA,"http://www.wikidata.org/entity/Q34056161",NA,NA
"Q34056170","Magleby Kirke",55.23257,11.31998,NA,NA,NA,"http://www.wikidata.org/entity/Q34056170",NA,NA
"Q34056179","Malle Kirke",56.91689,9.2369,NA,NA,NA,"http://www.wikidata.org/entity/Q34056179",NA,NA
"Q34056190","Maria Magdalene Kirken",55.648348621,12.46704094,NA,NA,NA,"http://www.wikidata.org/entity/Q34056190",NA,NA
"Q34056198","Mariehøj Kirke",56.15895,9.53644,"Silkeborg Kommune","Århus Stift","Mariehøj Sogn","https://da.wikipedia.org/wiki/Marieh%C3%B8j_Kirke","1958",1958
"Q34056206","Marvede Kirke",55.23363,11.58653,NA,NA,NA,"http://www.wikidata.org/entity/Q34056206",NA,NA
"Q34056215","Melby Kirke",55.5337,10.21755,NA,NA,NA,"http://www.wikidata.org/entity/Q34056215",NA,NA
"Q34056224","Mern Kirke",55.05023,12.05738,"Vordingborg Kommune","Roskilde Stift","Mern Sogn","https://da.wikipedia.org/wiki/Mern_Kirke","o. 1200",1200
"Q34056234","Mogenstrup Kirke",55.18727,11.8607,"Næstved Kommune","Roskilde Stift","Mogenstrup Sogn","https://da.wikipedia.org/wiki/Mogenstrup_Kirke","o. år 1200",NA
"Q34056243","Mollerup Kirke",56.78854,8.71139,NA,NA,NA,"http://www.wikidata.org/entity/Q34056243",NA,NA
"Q34056251","Mosbjerg Kirke",57.50097,10.26229,NA,NA,NA,"http://www.wikidata.org/entity/Q34056251",NA,NA
"Q34056260","Munke Bjergby Kirke",55.50607,11.52064,NA,NA,NA,"http://www.wikidata.org/entity/Q34056260",NA,NA
"Q34056270","Mygind Kirke",56.38553,10.22075,NA,NA,NA,"http://www.wikidata.org/entity/Q34056270",NA,NA
"Q34056278","Møgelkær Kirke",55.793138835,9.913690611,NA,NA,NA,"http://www.wikidata.org/entity/Q34056278",NA,NA
"Q34056286","Mølholm Kirke",55.69571,9.54738,NA,NA,NA,"http://www.wikidata.org/entity/Q34056286",NA,NA
"Q34056296","Mørkøv Kirke",55.66584,11.52101,NA,NA,NA,"http://www.wikidata.org/entity/Q34056296",NA,NA
"Q34056305","Nautrup Kirke",56.74616,8.90802,NA,NA,NA,"http://www.wikidata.org/entity/Q34056305",NA,NA
"Q34056315","Nebel Kapel",55.886944622,9.889364987,NA,NA,NA,"http://www.wikidata.org/entity/Q34056315",NA,NA
"Q34056323","Nebsager Kirke",55.75506,9.86456,NA,NA,NA,"http://www.wikidata.org/entity/Q34056323",NA,NA
"Q34056330","Nees Kirke",56.39898,8.22343,NA,NA,NA,"http://www.wikidata.org/entity/Q34056330",NA,NA
"Q34056338","Niløse Kirke",55.55754,11.49511,NA,NA,NA,"http://www.wikidata.org/entity/Q34056338",NA,NA
"Q34056347","Nimtofte Kirke",56.40832,10.5662,NA,NA,NA,"http://www.wikidata.org/entity/Q34056347",NA,NA
"Q34056356","No Kirke",56.11395,8.31583,NA,NA,NA,"http://www.wikidata.org/entity/Q34056356",NA,NA
"Q34056364","Nordlunde Kirke",54.87822,11.21593,"Lolland Kommune","Lolland-Falsters Stift","Horslunde Sogn","https://da.wikipedia.org/wiki/Nordlunde_Kirke","o. 1100",1100
"Q34056373","Nordrup Kirke",55.48084,11.41865,NA,NA,NA,"http://www.wikidata.org/entity/Q34056373",NA,NA
"Q34056381","Nors Kirke",57.02447,8.66608,NA,NA,NA,"http://www.wikidata.org/entity/Q34056381",NA,NA
"Q34056389","Nærum Kirke",55.821469709,12.536497413,NA,NA,NA,"http://www.wikidata.org/entity/Q34056389",NA,NA
"Q34056396","Næsbjerg Kirke",55.62371,8.6022,NA,NA,NA,"http://www.wikidata.org/entity/Q34056396",NA,NA
"Q34056405","Næsborg Kirke",56.97884,9.34111,NA,NA,NA,"http://www.wikidata.org/entity/Q34056405",NA,NA
"Q34056414","Næsby Kirke",55.372379657,11.624318025,NA,NA,NA,"http://www.wikidata.org/entity/Q34056414",NA,NA
"Q34056423","Næstelsø Kirke",55.20794,11.84635,NA,NA,NA,"http://www.wikidata.org/entity/Q34056423",NA,NA
"Q34056430","Nørager Kirke",56.47949,10.50438,NA,NA,NA,"http://www.wikidata.org/entity/Q34056430",NA,NA
"Q34056438","Nørhå Kirke",56.89933,8.44564,NA,NA,NA,"http://www.wikidata.org/entity/Q34056438",NA,NA
"Q34056446","Nørre Bork Kirke",55.84107,8.30252,NA,NA,NA,"http://www.wikidata.org/entity/Q34056446",NA,NA
"Q34056456","Nørre Dalby Kirke",55.48046,11.99896,NA,NA,NA,"http://www.wikidata.org/entity/Q34056456",NA,NA
"Q34056466","Nørre Jernløse Kirke",55.66483,11.62364,NA,NA,NA,"http://www.wikidata.org/entity/Q34056466",NA,NA
"Q34056475","Nørremarkskirken",55.71859,9.55789,NA,NA,NA,"http://www.wikidata.org/entity/Q34056475",NA,NA
"Q34056485","Nørre Onsild Kirke",56.60921,9.7653,NA,NA,NA,"http://www.wikidata.org/entity/Q34056485",NA,NA
"Q34056493","Nørresundby Kirke",57.06076,9.91977,NA,NA,NA,"http://www.wikidata.org/entity/Q34056493",NA,NA
"Q34056501","Nørre Uttrup Kirke",57.07238,9.94768,NA,NA,NA,"http://www.wikidata.org/entity/Q34056501",NA,NA
"Q34056508","Nørrevangskirken",55.41781,11.36439,NA,NA,NA,"http://www.wikidata.org/entity/Q34056508",NA,NA
"Q34056516","Nørre Vinge Kirke",56.53169,9.66165,"Viborg Kommune","Viborg Stift","Nørre Vinge Sogn","https://da.wikipedia.org/wiki/N%C3%B8rre_Vinge_Kirke","o. 1100",1100
"Q34056526","Nørre Vium Kirke",56.03472,8.71391,NA,NA,NA,"http://www.wikidata.org/entity/Q34056526",NA,NA
